name,mass (g),fall,year,reclat,reclong,GeoLocation
St. Mesmin,8300.0,Fell,1866.0,48.45,3.93333,"(48.45, 3.93333)"
St. Michel,17000.0,Fell,1910.0,61.65,27.2,"(61.65, 27.2)"
St.-Chinian,134.3,Fell,1959.0,43.43333,2.95,"(43.43333, 2.95)"
Ställdalen,34000.0,Fell,1876.0,59.93333,14.95,"(59.93333, 14.95)"
Stannern,52000.0,Fell,1808.0,49.28333,15.56667,"(49.28333, 15.56667)"
Stavropol,1500.0,Fell,1857.0,45.05,41.98333,"(45.05, 41.98333)"
Ste. Marguerite,4960.0,Fell,1962.0,50.76667,3.0,"(50.76667, 3.0)"
Strathmore,13400.0,Fell,1917.0,56.58333,-3.25,"(56.58333, -3.25)"
Success,3500.0,Fell,1924.0,36.48333,-90.66667,"(36.48333, -90.66667)"
Sultanpur,1710.5,Fell,1916.0,25.93333,84.28333,"(25.93333, 84.28333)"
Sungach,637.0,Fell,1935.0,44.86667,133.16667,"(44.86667, 133.16667)"
Supuhee,7235.0,Fell,1865.0,26.71667,84.21667,"(26.71667, 84.21667)"
Sylacauga,5560.0,Fell,1954.0,33.18836,-86.2945,"(33.18836, -86.2945)"
Tadjera,9000.0,Fell,1867.0,36.18333,5.41667,"(36.18333, 5.41667)"
Takenouchi,720.0,Fell,1880.0,35.38333,134.9,"(35.38333, 134.9)"
Tané,905.0,Fell,1918.0,35.43333,136.23333,"(35.43333, 136.23333)"
Tatahouine,12000.0,Fell,1931.0,32.95,10.41667,"(32.95, 10.41667)"
Tauk,6000.0,Fell,1929.0,35.13333,44.45,"(35.13333, 44.45)"
Tauti,21000.0,Fell,1937.0,46.71667,23.5,"(46.71667, 23.5)"
Tenham,160000.0,Fell,1879.0,-25.73333,142.95,"(-25.73333, 142.95)"
Tennasilm,28500.0,Fell,1872.0,58.03333,26.95,"(58.03333, 26.95)"
Thal,342.0,Fell,1950.0,33.4,70.6,"(33.4, 70.6)"
Tieschitz,28000.0,Fell,1878.0,49.6,17.11667,"(49.6, 17.11667)"
Tilden,74800.0,Fell,1927.0,38.2,-89.68333,"(38.2, -89.68333)"
Timochin,65500.0,Fell,1807.0,54.5,35.2,"(54.5, 35.2)"
Tirupati,230.0,Fell,1934.0,13.63333,79.41667,"(13.63333, 79.41667)"
Tjabe,20000.0,Fell,1869.0,-7.08333,111.53333,"(-7.08333, 111.53333)"
Tjerebon,16500.0,Fell,1922.0,-6.66667,106.58333,"(-6.66667, 106.58333)"
Tomakovka,600.0,Fell,1905.0,47.85,34.76667,"(47.85, 34.76667)"
Tomatlan,900.0,Fell,1879.0,20.16667,-105.21667,"(20.16667, -105.21667)"
Tomita,600.0,Fell,1916.0,34.5,133.75,"(34.5, 133.75)"
Tonk,7.7,Fell,1911.0,24.65,76.86667,"(24.65, 76.86667)"
Torrington,259.1,Fell,1944.0,42.06667,-104.16667,"(42.06667, -104.16667)"
Toulouse,1030.0,Fell,1812.0,43.6,1.4,"(43.6, 1.4)"
Tounkin,2000.0,Fell,1824.0,51.73333,102.53333,"(51.73333, 102.53333)"
Tourinnes-la-Grosse,14500.0,Fell,1863.0,50.78333,4.76667,"(50.78333, 4.76667)"
Trenzano,11800.0,Fell,1856.0,45.46667,10.0,"(45.46667, 10.0)"
Treysa,63000.0,Fell,1916.0,50.91667,9.18333,"(50.91667, 9.18333)"
Tromøy,357.4,Fell,1950.0,58.47333,8.86667,"(58.47333, 8.86667)"
Troup,1020.0,Fell,1917.0,32.16667,-95.1,"(32.16667, -95.1)"
Trysil,640.0,Fell,1927.0,61.3,12.3,"(61.3, 12.3)"
Tuan Tuc,13100.0,Fell,1921.0,9.66667,105.66667,"(9.66667, 105.66667)"
Tysnes Island,19860.0,Fell,1884.0,60.0,5.61667,"(60.0, 5.61667)"
Tyumen,750.0,Fell,1903.0,57.16667,65.53333,"(57.16667, 65.53333)"
Uberaba,40000.0,Fell,1903.0,-19.81667,-48.78333,"(-19.81667, -48.78333)"
Udei Station,103000.0,Fell,1927.0,7.95,8.08333,"(7.95, 8.08333)"
Uden,710.0,Fell,1840.0,51.65,5.61667,"(51.65, 5.61667)"
Udipi,3600.0,Fell,1866.0,13.48333,74.78333,"(13.48333, 74.78333)"
Ufana,189.2,Fell,1957.0,-4.26667,35.35,"(-4.26667, 35.35)"
Ulmiz,76.5,Fell,1926.0,46.93333,7.21667,"(46.93333, 7.21667)"
Umbala,100.0,Fell,1822.0,30.33333,76.33333,"(30.33333, 76.33333)"
Unkoku,1000.0,Fell,1924.0,34.8,127.0,"(34.8, 127.0)"
Urasaki,1500.0,Fell,1926.0,34.48333,133.28333,"(34.48333, 133.28333)"
Usti Nad Orlici,1269.0,Fell,1963.0,49.975,16.375,"(49.975, 16.375)"
Utrecht,9700.0,Fell,1843.0,52.11667,5.18333,"(52.11667, 5.18333)"
Utzenstorf,3422.0,Fell,1928.0,47.11667,7.55,"(47.11667, 7.55)"
Valdavur,2799.0,Fell,1944.0,11.98333,79.75,"(11.98333, 79.75)"
Valdinizza,1004.0,Fell,1903.0,44.86667,9.15,"(44.86667, 9.15)"
Vavilovka,1932.0,Fell,1876.0,46.15,32.83333,"(46.15, 32.83333)"
Vengerovo,10800.0,Fell,1950.0,56.13333,77.26667,"(56.13333, 77.26667)"
Veramin,54000.0,Fell,1880.0,35.33333,51.63333,"(35.33333, 51.63333)"
Verkhne Tschirskaia,8000.0,Fell,1843.0,48.41667,43.2,"(48.41667, 43.2)"
Vernon County,1500.0,Fell,1865.0,43.5,-91.16667,"(43.5, -91.16667)"
Vetluga,750.0,Fell,1949.0,57.8,45.8,"(57.8, 45.8)"
Vigarano,15000.0,Fell,1910.0,44.85,11.4,"(44.85, 11.4)"
Virba,3600.0,Fell,1873.0,43.53333,22.63333,"(43.53333, 22.63333)"
Vishnupur,2437.0,Fell,1906.0,23.1,87.43333,"(23.1, 87.43333)"
Visuni,594.0,Fell,1915.0,25.45,70.0,"(25.45, 70.0)"
Vouillé,20000.0,Fell,1831.0,46.63333,0.16667,"(46.63333, 0.16667)"
Walters,28100.0,Fell,1946.0,34.33333,-98.3,"(34.33333, -98.3)"
Warrenton,1600.0,Fell,1877.0,38.68333,-91.15,"(38.68333, -91.15)"
Washougal,225.0,Fell,1939.0,45.58333,-122.35,"(45.58333, -122.35)"
Wessely,3750.0,Fell,1831.0,48.95,17.38333,"(48.95, 17.38333)"
Weston,150000.0,Fell,1807.0,41.266667,-73.266667,"(41.266667, -73.266667)"
Witklip Farm,22.0,Fell,1918.0,-26.0,30.0,"(-26.0, 30.0)"
Witsand Farm,66.0,Fell,1932.0,-28.66667,18.91667,"(-28.66667, 18.91667)"
Wittekrantz,2200.0,Fell,1880.0,-32.5,23.0,"(-32.5, 23.0)"
Wold Cottage,25000.0,Fell,1795.0,54.13667,-0.41333,"(54.13667, -0.41333)"
Woolgorong,36000.0,Fell,1960.0,-27.75,115.83333,"(-27.75, 115.83333)"
Yambo,4.0,Fell,1951.0,1.0,22.5,"(1.0, 22.5)"
Yangchiang,20000.0,Fell,1954.0,21.83333,111.83333,"(21.83333, 111.83333)"
Yardymly,150200.0,Fell,1959.0,38.93333,48.25,"(38.93333, 48.25)"
Yatoor,13600.0,Fell,1852.0,14.3,79.76667,"(14.3, 79.76667)"
Yonozu,31650.0,Fell,1837.0,37.75,139.0,"(37.75, 139.0)"
Yorktown (New York),250.0,Fell,1869.0,41.28333,-73.81667,"(41.28333, -73.81667)"
Yoshiki,0.1,Fell,1928.0,34.16667,131.45,"(34.16667, 131.45)"
Yukan,4800.0,Fell,1931.0,28.71667,116.61667,"(28.71667, 116.61667)"
Yurtuk,1472.0,Fell,1936.0,47.31667,35.36667,"(47.31667, 35.36667)"
Zaborzika,3867.0,Fell,1818.0,50.28333,27.68333,"(50.28333, 27.68333)"
Zabrodje,3000.0,Fell,1893.0,55.18333,27.91667,"(55.18333, 27.91667)"
Zagami,18000.0,Fell,1962.0,11.73333,7.08333,"(11.73333, 7.08333)"
Zaisan,463.0,Fell,1963.0,47.5,83.0,"(47.5, 83.0)"
Zaisho,330.0,Fell,1898.0,33.7,133.8,"(33.7, 133.8)"
Zavetnoe,800.0,Fell,1952.0,47.13333,43.9,"(47.13333, 43.9)"
Zavid,95000.0,Fell,1897.0,44.4,19.11667,"(44.4, 19.11667)"
Zebrak,2000.0,Fell,1824.0,49.88333,13.91667,"(49.88333, 13.91667)"
Zemaitkiemis,44100.0,Fell,1933.0,55.3,25.0,"(55.3, 25.0)"
Zhovtnevyi,107000.0,Fell,1938.0,47.58333,37.25,"(47.58333, 37.25)"
Zmenj,246.0,Fell,1858.0,51.83333,26.83333,"(51.83333, 26.83333)"
Zomba,7500.0,Fell,1899.0,-15.18333,35.28333,"(-15.18333, 35.28333)"
Zsadany,552.0,Fell,1875.0,46.93333,21.5,"(46.93333, 21.5)"
Zvonkov,2568.0,Fell,1955.0,50.2,30.25,"(50.2, 30.25)"
Abbott,21100.0,Found,1951.0,36.3,-104.28333,"(36.3, -104.28333)"
Abernathy,2914.0,Found,1941.0,33.85,-101.8,"(33.85, -101.8)"
Abo,1.2,Found,1840.0,60.43333,22.3,"(60.43333, 22.3)"
Achilles,16000.0,Found,1924.0,39.77667,-100.81333,"(39.77667, -100.81333)"
Acme,75000.0,Found,1947.0,33.63333,-104.26667,"(33.63333, -104.26667)"
Acomita,3956.0,Found,1962.0,35.05,-107.56667,"(35.05, -107.56667)"
Adalia,1.0,Found,1883.0,36.9,30.68333,"(36.9, 30.68333)"
Adams County,5700.0,Found,1928.0,39.96667,-103.76667,"(39.96667, -103.76667)"
ad-Dahbubah,90000.0,Found,1961.0,19.83333,51.25,"(19.83333, 51.25)"
Adelie Land,1000.0,Found,1912.0,-67.18333,142.38333,"(-67.18333, 142.38333)"
Admire,180000.0,Found,1881.0,38.7,-96.1,"(38.7, -96.1)"
Adrian,22600.0,Found,1936.0,35.15,-102.71667,"(35.15, -102.71667)"
Adzhi-Bogdo (iron),582000.0,Found,1952.0,44.86667,95.41667,"(44.86667, 95.41667)"
Aggie Creek,43000.0,Found,1942.0,64.88333,-163.16667,"(64.88333, -163.16667)"
Agua Blanca,49000.0,Found,1938.0,-28.91667,-66.95,"(-28.91667, -66.95)"
Ahumada,52600.0,Found,1909.0,30.7,-105.5,"(30.7, -105.5)"
Aiken,956.0,Found,1936.0,34.2,-101.5,"(34.2, -101.5)"
Ainsworth,80650.0,Found,1907.0,42.6,-99.8,"(42.6, -99.8)"
Akron (1940),1050.0,Found,1940.0,40.15,-103.16667,"(40.15, -103.16667)"
Akron (1961),4000.0,Found,1961.0,40.15,-103.16667,"(40.15, -103.16667)"
Alamogordo,13600.0,Found,1938.0,32.9,-105.93333,"(32.9, -105.93333)"
Alamosa,1800.0,Found,1937.0,37.46667,-105.86667,"(37.46667, -105.86667)"
Alatage,37500.0,Found,1959.0,42.33333,93.0,"(42.33333, 93.0)"
Albin (pallasite),37600.0,Found,1915.0,41.5,-104.1,"(41.5, -104.1)"
Albin (stone),15400.0,Found,1949.0,41.41667,-104.1,"(41.41667, -104.1)"
Alexander County,192.0,Found,1875.0,35.75,-81.25,"(35.75, -81.25)"
Algarrobo,1280.0,Found,1959.0,-27.08333,-70.58333,"(-27.08333, -70.58333)"
al-Ghanim (iron),500.0,Found,1960.0,19.83333,54.08333,"(19.83333, 54.08333)"
al-Ghanim (stone),3755.0,Found,1960.0,19.7,53.96667,"(19.7, 53.96667)"
Algoma,4100.0,Found,1887.0,44.65,-87.46667,"(44.65, -87.46667)"
Alikatnima,20000.0,Found,1931.0,-23.33333,134.11667,"(-23.33333, 134.11667)"
al-Jimshan,11450.0,Found,1955.0,20.7,52.83333,"(20.7, 52.83333)"
Allen,1407.0,Found,1923.0,33.1,-96.7,"(33.1, -96.7)"
Almelo Township,3180.0,Found,1949.0,39.6,-100.11667,"(39.6, -100.11667)"
Alt Bela,4000.0,Found,1898.0,49.76667,18.25,"(49.76667, 18.25)"
Altonah,21500.0,Found,1932.0,40.56667,-110.48333,"(40.56667, -110.48333)"
Amber,4532.0,Found,1934.0,35.16667,-97.88333,"(35.16667, -97.88333)"
Ameca-Ameca,1.2,Found,1889.0,20.58333,-104.06667,"(20.58333, -104.06667)"
Amherst,8500.0,Found,1947.0,40.8,-99.2,"(40.8, -99.2)"
Andryushki,26.6,Found,1898.0,49.65,29.63333,"(49.65, 29.63333)"
Angelica,14800.0,Found,1916.0,44.25,-88.25,"(44.25, -88.25)"
Annaheim,13500.0,Found,1916.0,52.33333,-104.86667,"(52.33333, -104.86667)"
Anoka,1108.0,Found,1961.0,45.2,-93.43333,"(45.2, -93.43333)"
Anthony,20000.0,Found,1919.0,37.08333,-98.05,"(37.08333, -98.05)"
Apex,6.1,Found,1938.0,39.75,-105.2,"(39.75, -105.2)"
Apoala,85000.0,Found,1889.0,17.7,-97.0,"(17.7, -97.0)"
Arapahoe,19083.0,Found,1940.0,38.8,-102.2,"(38.8, -102.2)"
Arcadia,19400.0,Found,1937.0,41.41667,-99.1,"(41.41667, -99.1)"
Argonia,84.0,Found,1940.0,37.26667,-97.76667,"(37.26667, -97.76667)"
Arispe,683000.0,Found,1896.0,30.33333,-109.98333,"(30.33333, -109.98333)"
Arlington,8940.0,Found,1894.0,44.6,-94.1,"(44.6, -94.1)"
Arltunga,18100.0,Found,1908.0,-23.33333,134.66667,"(-23.33333, 134.66667)"
Armanty,28000000.0,Found,1898.0,47.0,88.0,"(47.0, 88.0)"
Arrabury,5300.0,Found,1960.0,-26.5,141.08333,"(-26.5, 141.08333)"
ar-Rakhbah,462.0,Found,1955.0,20.6,52.5,"(20.6, 52.5)"
Arriba,31100.0,Found,1936.0,39.3,-103.25,"(39.3, -103.25)"
Artracoona,20810.0,Found,1914.0,-29.06667,139.91667,"(-29.06667, 139.91667)"
Asheville,800.0,Found,1839.0,35.58333,-82.53333,"(35.58333, -82.53333)"
Ashfork,27000.0,Found,1901.0,35.25,-112.5,"(35.25, -112.5)"
ash-Shalfah,935.0,Found,1961.0,21.875,49.71944,"(21.875, 49.71944)"
Assam,2700.0,Found,1846.0,26.0,92.0,"(26.0, 92.0)"
as-Su'aydan,5855.0,Found,1960.0,21.25417,55.305,"(21.25417, 55.305)"
Aswan,12000.0,Found,1955.0,23.98611,32.62361,"(23.98611, 32.62361)"
Atlanta,5500.0,Found,1938.0,31.8,-92.75,"(31.8, -92.75)"
Atwood,2100.0,Found,1963.0,40.51667,-103.26667,"(40.51667, -103.26667)"
Auburn,3630.0,Found,1867.0,32.63333,-85.5,"(32.63333, -85.5)"
Augusta County,76000.0,Found,1858.0,38.16667,-79.08333,"(38.16667, -79.08333)"
Augustinovka,400000.0,Found,1890.0,48.06667,35.08333,"(48.06667, 35.08333)"
Aurora,1000.0,Found,1938.0,36.33333,-105.05,"(36.33333, -105.05)"
Axtell,6200.0,Found,1943.0,31.66,-96.97167,"(31.66, -96.97167)"
Babb's Mill (Blake's Iron),136000.0,Found,1876.0,36.3,-82.88333,"(36.3, -82.88333)"
Babb's Mill (Troost's Iron),6400.0,Found,1842.0,36.3,-82.88333,"(36.3, -82.88333)"
Bacubirito,22000000.0,Found,1863.0,26.2,-107.83333,"(26.2, -107.83333)"
Bagdad,2200.0,Found,1959.0,34.613317,-113.398967,"(34.613317, -113.398967)"
Bagnone,48000.0,Found,1904.0,44.31667,9.98333,"(44.31667, 9.98333)"
Bald Eagle,3200.0,Found,1891.0,41.28333,-77.05,"(41.28333, -77.05)"
Balfour Downs,2400.0,Found,1962.0,-22.75,120.83333,"(-22.75, 120.83333)"
Ballarat,15.0,Found,1867.0,-37.57083,143.82533,"(-37.57083, 143.82533)"
Ballinger,1250.0,Found,1927.0,31.76667,-99.98333,"(31.76667, -99.98333)"
Ballinoo,42200.0,Found,1892.0,-27.7,115.76667,"(-27.7, 115.76667)"
Baquedano,22000.0,Found,1932.0,-23.3,-69.88333,"(-23.3, -69.88333)"
Barbacena,9026.0,Found,1918.0,-21.21667,-43.93333,"(-21.21667, -43.93333)"
Barbianello,860.0,Found,1960.0,45.05778,9.19556,"(45.05778, 9.19556)"
Barcis,87.0,Found,1950.0,46.1,12.35,"(46.1, 12.35)"
Barranca Blanca,12000.0,Found,1855.0,-28.08333,-69.33333,"(-28.08333, -69.33333)"
Barratta,200000.0,Found,1845.0,-35.3,144.56667,"(-35.3, 144.56667)"
Bartlett,8590.0,Found,1938.0,30.83333,-97.5,"(30.83333, -97.5)"
Barwise,10400.0,Found,1950.0,34.0,-101.5,"(34.0, -101.5)"
Batesland,2500.0,Found,1961.0,43.13333,-102.1,"(43.13333, -102.1)"
Bealiba,652.0,Found,1950.0,-36.8,143.55,"(-36.8, 143.55)"
Bear Creek,227000.0,Found,1866.0,39.6,-105.3,"(39.6, -105.3)"
Bear Lodge,48500.0,Found,1931.0,44.5,-104.2,"(44.5, -104.2)"
Beaver,25628.0,Found,1940.0,36.8,-100.53333,"(36.8, -100.53333)"
Beeler,11620.0,Found,1924.0,38.53333,-100.21667,"(38.53333, -100.21667)"
Beenham,44400.0,Found,1937.0,36.21667,-103.65,"(36.21667, -103.65)"
Bella Roca,33000.0,Found,1888.0,24.9,-105.4,"(24.9, -105.4)"
Belle Plaine,78800.0,Found,1950.0,37.31667,-97.25,"(37.31667, -97.25)"
Bellsbank,38000.0,Found,1955.0,-28.08333,24.08333,"(-28.08333, 24.08333)"
Belly River,7900.0,Found,1943.0,49.5,-113.0,"(49.5, -113.0)"
Belmont,25300.0,Found,1958.0,42.73333,-90.35,"(42.73333, -90.35)"
Bencubbin,118000.0,Found,1930.0,-30.75,117.78333,"(-30.75, 117.78333)"
Bendegó,5360000.0,Found,1784.0,-10.11667,-39.2,"(-10.11667, -39.2)"
Bendock,27000.0,Found,1898.0,-37.15,148.91667,"(-37.15, 148.91667)"
Bennett County,89000.0,Found,1934.0,43.5,-101.25,"(43.5, -101.25)"
Benthullen,17000.0,Found,1951.0,53.05,8.1,"(53.05, 8.1)"
Berdyansk,2250.0,Found,1843.0,46.75,36.81667,"(46.75, 36.81667)"
Bethune,67.0,Found,1941.0,39.3,-102.41667,"(39.3, -102.41667)"
Billings,24500.0,Found,1903.0,37.06667,-93.55,"(37.06667, -93.55)"
Billygoat Donga,893.0,Found,1962.0,-30.13333,126.36667,"(-30.13333, 126.36667)"
Binda,5400.0,Found,1912.0,-34.31667,149.38333,"(-34.31667, 149.38333)"
Bingera,10841.0,Found,1880.0,-29.88333,150.56667,"(-29.88333, 150.56667)"
Binneringie,9056.0,Found,1946.0,-31.4875,122.12389,"(-31.4875, 122.12389)"
Bir Hadi,855.0,Found,1958.0,19.41667,51.03333,"(19.41667, 51.03333)"
Bischtübe,48250.0,Found,1888.0,51.95,62.2,"(51.95, 62.2)"
Bishop Canyon,8600.0,Found,1912.0,38.0,-108.5,"(38.0, -108.5)"
Bison,11000.0,Found,1958.0,38.30667,-99.71,"(38.30667, -99.71)"
Bitburg,1500000.0,Found,1805.0,49.96667,6.53333,"(49.96667, 6.53333)"
Black Mountain,800.0,Found,1839.0,35.58333,-82.35,"(35.58333, -82.35)"
Blithfield,1830.0,Found,1910.0,45.5,-77.0,"(45.5, -77.0)"
Blue Tier,1400.0,Found,1890.0,-41.18333,148.03333,"(-41.18333, 148.03333)"
Bluewater,9540.0,Found,1946.0,35.26667,-107.96667,"(35.26667, -107.96667)"
Bluff (a),153300.0,Found,1878.0,29.87861,-96.87222,"(29.87861, -96.87222)"
Bluff (b),16000.0,Found,1917.0,29.86306,-96.92667,"(29.86306, -96.92667)"
Bodaibo,15900.0,Found,1907.0,57.85,114.2,"(57.85, 114.2)"
Boerne,1100.0,Found,1932.0,29.8,-98.8,"(29.8, -98.8)"
Bogoslovka,2180.0,Found,1948.0,52.5,68.8,"(52.5, 68.8)"
Bohumilitz,59000.0,Found,1829.0,49.05,13.76667,"(49.05, 13.76667)"
Bolshaya Korta,1593.0,Found,1939.0,57.63333,83.36667,"(57.63333, 83.36667)"
Bond Springs,6.2,Found,1898.0,-23.5,133.83333,"(-23.5, 133.83333)"
Bondoc,888600.0,Found,1956.0,13.51667,122.45,"(13.51667, 122.45)"
Bonita Springs,41800.0,Found,1938.0,26.26667,-81.75,"(26.26667, -81.75)"
Boogaldi,2000.0,Found,1900.0,-31.15,149.11667,"(-31.15, 149.11667)"
Borrego,2126.0,Found,1930.0,33.26667,-116.38333,"(33.26667, -116.38333)"
Botetourt County,500.0,Found,1850.0,37.5,-79.75,"(37.5, -79.75)"
Bowden,603.0,Found,1907.0,-33.0,26.4,"(-33.0, 26.4)"
Bowesmont,2270.0,Found,1962.0,48.68333,-97.16667,"(48.68333, -97.16667)"
Boxhole,500000.0,Found,1937.0,-22.61667,135.2,"(-22.61667, 135.2)"
Brady,927.0,Found,1937.0,31.05,-99.46667,"(31.05, -99.46667)"
Brahin,823000.0,Found,1810.0,52.5,30.33333,"(52.5, 30.33333)"
Brenham,4300000.0,Found,1882.0,37.5825,-99.16361,"(37.5825, -99.16361)"
Brewster,17000.0,Found,1940.0,39.25,-101.33333,"(39.25, -101.33333)"
Bridgewater,13600.0,Found,1890.0,35.71667,-81.86667,"(35.71667, -81.86667)"
Briggsdale,2230.0,Found,1949.0,40.66667,-104.31667,"(40.66667, -104.31667)"
Briscoe,1773.0,Found,1940.0,34.35,-101.4,"(34.35, -101.4)"
Bristol,20000.0,Found,1937.0,36.56667,-82.18333,"(36.56667, -82.18333)"
Britstown,544.0,Found,1910.0,-30.58333,23.55,"(-30.58333, 23.55)"
Broken Bow,6800.0,Found,1937.0,41.43333,-99.7,"(41.43333, -99.7)"
Brownfield (1937),40960.0,Found,1937.0,33.21667,-102.18333,"(33.21667, -102.18333)"
Brownfield (iron),1626.0,Found,1960.0,33.21667,-102.18333,"(33.21667, -102.18333)"
Bruno,13000.0,Found,1931.0,52.26667,-105.35,"(52.26667, -105.35)"
Buckleboo,992.0,Found,1963.0,-32.95556,136.1375,"(-32.95556, 136.1375)"
Budulan,100000.0,Found,1962.0,50.56667,114.9,"(50.56667, 114.9)"
Burdett,8600.0,Found,1940.0,38.23333,-99.53333,"(38.23333, -99.53333)"
Burgavli,24900.0,Found,1941.0,66.4,137.46667,"(66.4, 137.46667)"
Burkett,8400.0,Found,1913.0,32.03333,-99.25,"(32.03333, -99.25)"
Burlington,68000.0,Found,1819.0,42.75,-75.18333,"(42.75, -75.18333)"
Bushman Land,3000.0,Found,1933.0,-30.0,20.0,"(-30.0, 20.0)"
Bushnell,1240.0,Found,1939.0,41.23333,-103.9,"(41.23333, -103.9)"
Butler,41000.0,Found,1874.0,38.3,-94.36667,"(38.3, -94.36667)"
Cacaria,41400.0,Found,1867.0,24.5,-104.8,"(24.5, -104.8)"
Cachari,23500.0,Found,1916.0,-36.4,-59.5,"(-36.4, -59.5)"
Cachiyuyal,2500.0,Found,1874.0,-25.0,-69.5,"(-25.0, -69.5)"
Cadell,3290.0,Found,1910.0,-34.06667,139.75,"(-34.06667, 139.75)"
Calcalong Creek,19.0,Found,1960.0,-26.45,120.36667,"(-26.45, 120.36667)"
Caldwell,12900.0,Found,1961.0,37.03333,-97.625,"(37.03333, -97.625)"
Calico Rock,7275.0,Found,1938.0,36.08333,-92.15,"(36.08333, -92.15)"
Calliham,40000.0,Found,1958.0,28.41667,-98.25,"(28.41667, -98.25)"
Cambria,16300.0,Found,1818.0,43.2,-78.8,"(43.2, -78.8)"
Campbellsville,15400.0,Found,1929.0,37.36667,-85.36667,"(37.36667, -85.36667)"
Campo de Pucara (iron),41.0,Found,1879.0,-27.66667,-67.11667,"(-27.66667, -67.11667)"
Canton,7030.0,Found,1894.0,34.2,-84.48333,"(34.2, -84.48333)"
Canyon,860.0,Found,1957.0,34.96667,-101.93333,"(34.96667, -101.93333)"
Canyon City,8600.0,Found,1875.0,40.9,-123.1,"(40.9, -123.1)"
Canyon Diablo,30000000.0,Found,1891.0,35.05,-111.03333,"(35.05, -111.03333)"
Canyonlands,1520.0,Found,1961.0,38.18333,-109.88333,"(38.18333, -109.88333)"
Cape of Good Hope,136000.0,Found,1793.0,-33.5,26.0,"(-33.5, 26.0)"
Cape York,58200000.0,Found,1818.0,76.13333,-64.93333,"(76.13333, -64.93333)"
Caperr,113900.0,Found,1869.0,-45.28333,-70.48333,"(-45.28333, -70.48333)"
Carbo,454000.0,Found,1923.0,29.66667,-111.5,"(29.66667, -111.5)"
Carcote,392.0,Found,1888.0,-24.0,-69.0,"(-24.0, -69.0)"
Carlton,81200.0,Found,1887.0,31.91667,-98.03333,"(31.91667, -98.03333)"
Carnegie,132700.0,Found,1963.0,35.16667,-98.64389,"(35.16667, -98.64389)"
Caroline,800.0,Found,1941.0,-37.98333,140.98333,"(-37.98333, 140.98333)"
Carraweena,31600.0,Found,1914.0,-29.23333,139.93333,"(-29.23333, 139.93333)"
Carthage,127000.0,Found,1840.0,36.26667,-85.98333,"(36.26667, -85.98333)"
Cartoonkana,294.0,Found,1914.0,-29.75,141.03333,"(-29.75, 141.03333)"
Carver,94000.0,Found,1935.0,32.0,-86.0,"(32.0, -86.0)"
Casas Grandes,1545000.0,Found,1867.0,30.4,-107.8,"(30.4, -107.8)"
Casey County,723.0,Found,1877.0,37.25,-85.0,"(37.25, -85.0)"
Cashion,5896.8,Found,1936.0,35.84778,-97.70333,"(35.84778, -97.70333)"
Casilda,5250.0,Found,1937.0,-33.1,-61.13333,"(-33.1, -61.13333)"
Casimiro de Abreu,25000.0,Found,1947.0,-22.46667,-42.21667,"(-22.46667, -42.21667)"
Castray River,10.0,Found,1899.0,-41.5,145.41667,"(-41.5, 145.41667)"
Cavour,26210.0,Found,1938.0,44.221494,-98.059192,"(44.221494, -98.059192)"
Cedar (Kansas),4900.0,Found,1937.0,39.7,-98.98333,"(39.7, -98.98333)"
Cedar (Texas),26000.0,Found,1900.0,29.82806,-96.90861,"(29.82806, -96.90861)"
Cedartown,11300.0,Found,1898.0,34.01667,-85.26667,"(34.01667, -85.26667)"
Cee Vee,3600.0,Found,1959.0,34.2,-100.48333,"(34.2, -100.48333)"
Chamberlin,2400.0,Found,1941.0,36.2,-102.45,"(36.2, -102.45)"
Chambord,6600.0,Found,1904.0,48.45,-72.06667,"(48.45, -72.06667)"
Chañaral,1207.0,Found,1884.0,-26.5,-70.25,"(-26.5, -70.25)"
Channing,15300.0,Found,1936.0,35.71667,-102.28333,"(35.71667, -102.28333)"
Charcas,1400000.0,Found,1804.0,23.08333,-101.01667,"(23.08333, -101.01667)"
Chebankol,127760.0,Found,1938.0,53.66667,88.0,"(53.66667, 88.0)"
Chesterville,16500.0,Found,1849.0,34.7,-81.2,"(34.7, -81.2)"
Chico,104800.0,Found,1954.0,36.5,-104.2,"(36.5, -104.2)"
Chico Hills,8030.0,Found,1951.0,36.0,-104.5,"(36.0, -104.5)"
Chico Mountains,212.0,Found,1915.0,29.0,-103.25,"(29.0, -103.25)"
Chihuahua City,54000.0,Found,1929.0,28.66667,-106.11667,"(28.66667, -106.11667)"
Chilkoot,43000.0,Found,1881.0,59.33333,-136.0,"(59.33333, -136.0)"
Chinautla,5720.0,Found,1902.0,14.5,-90.5,"(14.5, -90.5)"
Chinga,209400.0,Found,1913.0,51.05833,94.4,"(51.05833, 94.4)"
Chinguetti,4050.0,Found,1920.0,20.25,-12.68333,"(20.25, -12.68333)"
Chulafinnee,16220.0,Found,1873.0,33.5,-85.66667,"(33.5, -85.66667)"
Chupaderos,24300000.0,Found,1852.0,27.0,-105.1,"(27.0, -105.1)"
Cincinnati,1500.0,Found,1870.0,39.11667,-84.5,"(39.11667, -84.5)"
Clareton,1050.0,Found,1931.0,43.7,-104.7,"(43.7, -104.7)"
Clark County,11300.0,Found,1937.0,38.0,-84.16667,"(38.0, -84.16667)"
